drug name,molecular_formula,smiles,,molecular_weight
amdinocillin,C15H23N3O3S,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents, Urinary|Anti-Bacterial Agents|Beta-Lactams|Penicillins"
SAM-e,C15H22N6O5S,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,,Breast Feeding|Lactation|Complementary Therapies
Levomilnacipran,C15H22N2O,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors|Antidepressive Agents|Serotonin Uptake Inhibitors"
Milnacipran,C15H22N2O,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors|Antidepressive Agents|Serotonin Uptake Inhibitors"
Mepivacaine,C15H22N2O,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,,"Breast Feeding|Lactation|Anesthetics, Local"
Capecitabine,C15H22FN3O6,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,,"Breast Feeding|Lactation|Antimetabolites|Antimetabolites, Antineoplastic|Antineoplastic Agents"
Meperidine,C15H21NO2,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Analgesics, Opioid|Narcotics|Opiates"
Methenamine Hippurate,C15H21N5O3,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O,,"Breast Feeding|Lactation|Anti-Infective Agents, Urinary"
Physostigmine,C15H21N3O2,C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,,Breast Feeding|Lactation|Cholinesterase Inhibitors|Parasympathomimetics
Primaquine,C15H21N3O,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Antimalarials|Antiprotozoal Agents
Fluvoxamine,C15H21F3N2O2,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Serotonin Uptake Inhibitors"
tasimelteon,C15H19NO2,CCC(=O)NC[C@@H]1C[C@H]1C2=C3CCOC3=CC=C2,,Breast Feeding|Lactation|Central Nervous System Depressants
Rizatriptan,C15H19N5,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Technetium Tc 99m Mebrofenin,C15H19BrN2O5Tc,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C.[99Tc],,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Dichloralphenazone,C15H18Cl6N2O5,CC1=CC(=O)N(N1C)C2=CC=CC=C2.C(C(Cl)(Cl)Cl)(O)O.C(C(Cl)(Cl)Cl)(O)O,,"Breast Feeding|Lactation|Milk, Human|Anti-Inflammatory Agents, Non-Steroidal|Hypnotics and Sedatives"
agomelatine,C15H17NO2,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,,Breast Feeding|Lactation|Antidepressants
Cefpodoxime,C15H17N5O6S2,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Enoxacin,C15H17FN4O3,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Quinolones|Fluoroquinolones
Modafinil,C15H15NO2S,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,,"Breast Feeding|Lactation|Milk, Human|Central Nervous System Stimulants|Wakefulness-Promoting Agents"
Armodafinil,C15H15NO2S,C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)N,,"Breast Feeding|Lactation|Milk, Human|Central Nervous System Stimulants|Wakefulness-Promoting Agents"
Fenoprofen,C15H14O3,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Ceftibuten,C15H14N4O6S2,C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Cephalosporins
Nevirapine,C15H14N4O,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Eslicarbazepine,C15H14N2O2,C1[C@@H](C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,,Breast Feeding|Lactation|Anticonvulsants
romiplostim,C15H14N2O,CC1=CC(=C(N1)/C=C\2/C3=CC=CC=C3NC2=O)C,,"Breast Feeding|Lactation|Milk, Human|Recombinant Fusion Proteins|Thrombopoietin"
Bendroflumethiazide,C15H14F3N3O4S2,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,,Breast Feeding|Lactation|Antihypertensive Agents|Thiazide Diuretics
Ketorolac,C15H13NO3,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,,"Breast Feeding|Lactation|Milk, Human|Analgesic Agents|Nonsteroidal Antiinflammatory Agents"
Piroxicam,C15H13N3O4S,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Flurbiprofen,C15H13FO2,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Oxcarbazepine,C15H12N2O2,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,,Breast Feeding|Lactation|Anticonvulsants
Phenytoin,C15H12N2O2,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,,Breast Feeding|Lactation|Anticonvulsants
Carbamazepine,C15H12N2O,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Antimanic Agents"
Liothyronine,C15H12I3NO4,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,,Breast Feeding|Lactation|Thyroid Hormones
Nitrazepam,C15H11N3O3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Levothyroxine,C15H11I4NO4,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,,"Breast Feeding|Lactation|Milk, Human|Thyroid Hormones"
Oxazepam,C15H11ClN2O2,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
Chamomile,C15H10O5,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,"Breast Feeding|Lactation|Complementary Therapies|Phytotherapy|Plants, Medicinal"
Thyroid,C15H10I4NNaO4,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)[O-])N.[Na+],,Breast Feeding|Lactation|Thyroid Hormones
Clonazepam,C15H10ClN3O3,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants|Benzodiazepines"
Lorazepam,C15H10Cl2N2O2,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
brotizolam,C15H10BrClN4S,CC1=NN=C2N1C3=C(C=C(S3)Br)C(=NC2)C4=CC=CC=C4Cl,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anti-Anxiety Agents|Benzodiazepines"
glucagon,C153H225N43O49S,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CN=CN7)N)O,,Breast Feeding|Lactation|Gastrointestinal Agents|Hormones
dasiglucagon,C152H222N38O50,C[C@H]([C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)NC(C)(C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=CC=CC=C65)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC7=CNC=N7)N)O,,Breast Feeding|Lactation|Gastrointestinal Agents|Hormones
Calcitonin,C151H226N40O45S3,CC[C@H](C)[C@@H](C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N)NC(=O)[C@H](C)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CNC=N4)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC6=CC=CC=C6)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC7=CC=C(C=C7)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H]8CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N8)[C@@H](C)O)CO)CC(C)C)CC(=O)N)N,,Breast Feeding|Lactation|Bone Density Conservation Agents|Neuropeptides|Peptide Hormones
Efavirenz,C14H9ClF3NO2,C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Luliconazole,C14H9Cl2N3S2,C1[C@H](S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=C(C=C(C=C3)Cl)Cl,,Breast Feeding|Lactation|Antifungal Agents|Anti-Infective Agents
Succinylcholine,C14H30N2O4+2,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,Breast Feeding|Lactation|Muscle Relaxants|Neuromuscular Depolarizing Agents
Tapentadol,C14H23NO,CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,,"Breastfeeding|Lactation|Analgesic, Opioid|Narcotics"
Valganciclovir,C14H22N6O5,CC(C)[C@@H](C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N,,Breast Feeding|Lactation|Anti-Infective Agents|Antiviral Agents
Atenolol,C14H22N2O3,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,,Breast Feeding|Lactation|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics
Lidocaine,C14H22N2O,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,,Breast Feeding|Lactation|Antiarrhythmics|Local Anesthetics
Metoclopramide,C14H22ClN3O2,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,,"Breast Feeding|Lactation|Milk, Human|Antiemetics|Dopamine Antagonists|Galactogogues|Gastrointestinal Agents"
Chondroitin,C14H21NO11,CC(=O)N[C@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)O)OC2[C@@H]([C@@H](C=C(O2)C(=O)O)O)O,,Breast Feeding|Lactation|Complementary Therapies|Glycosaminoglycans
abrocitinib,C14H21N5O2S,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,,"Breast Feeding|Lactation|Milk, Human|Enzyme Inhibitors|Protein Kinase Inhibitors|Signal Transduction Inhibitors|Janus Kinase Inhibitors|JAK Inhibitors"
Sumatriptan,C14H21N3O2S,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
Methenamine Mandelate,C14H20N4O3,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(C(=O)O)O,,"Breast Feeding|Lactation|Anti-Infective Agents, Urinary|Antibacterial Agents"
Indium In 111 Pentetate,C14H20InN3O10,[H+].[H+].C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[111In+3],,Breast Feeding|Lactation|Radiopharmaceuticals|Indium Radioisotopes|Diagnostic Agents
Gadopentetate,C14H20GdN3O10,C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],,"Breast Feeding|Lactation|Milk, Human|Contrast Media|Diagnostic Agents"
Dexmethylphenidate,C14H19NO2,COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics|Wakefulness-Promoting Agents"
Methylphenidate,C14H19NO2,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Agents|Central Nervous System Stimulants|Dopamine Agents|Sympathomimetics"
pegaspargase,C14H19NO,CC1=CC(=C(C=C1)C(=O)C(=C)CN(C)C)C,,"Breast Feeding|Lactation|Milk, Human|Antineoplastic Agents|Enzymes"
Abacavir,C14H18N6O,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO,,"Breast Feeding|Lactation|Milk, Human|Anti-Infective Agents|Anti-HIV Agents|Antiviral Agents|Anti-Retroviral Agents|Reverse Transcriptase Inhibitors"
Trimethoprim,C14H18N4O3,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,,"Breast Feeding|Lactation|Anti-Infective Agents, Urinary|Antibacterial Agents|Folic Acid Antagonists"
Technetium Tc 99m Pentetate,C14H18N3NaO10Tc,C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[99Tc+4],,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Aspartame,C14H18N2O5,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N,,Breast Feeding|Lactation|Artificial Sweeteners|Sweetening Agents
Methohexital,C14H18N2O3,CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C,,"Breast Feeding|Lactation|Anesthetics, Intravenous"
Frovatriptan,C14H17N3O,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,,Breast Feeding|Lactation|Serotonin Receptor Agonists|Serotonin 5-HT1 Receptor Agonists|Triptans|Vasoconstrictor Agents
imiquimod,C14H16N4,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,,"Breast Feeding|Lactation|Adjuvants, Immunologic|Antineoplastic Agents|Interferon Inducers"
Etomidate,C14H16N2O2,CCOC(=O)C1=CN=CN1[C@H](C)C2=CC=CC=C2,,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Intravenous|Hypnotics and Sedatives"
Metyrapone,C14H14N2O,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,,Breast Feeding|Lactation|Antimetabolites|Enzyme Inhibitors
Meloxicam,C14H13N3O4S2,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Resveratrol,C14H12O3,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O,,Breast Feeding|Lactation|Complementary Therapies
pretomanid,C14H12F3N3O5,C1[C@@H](COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F,,"Breast Feeding|Lactation|Milk, Human|Anti-infective Agents|Antitubercular Agents"
Flutemetamol F 18,C14H11FN2OS,CNC1=C(C=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O)[18F],,Breast Feeding|Lactation|Radiopharmaceuticals|Fluorine Radioisotopes|Diagnostic Agents
Chlorthalidone,C14H11ClN2O4S,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,,Breast Feeding|Lactation|Antihypertensive Agents|Thiazide Diuretics
Diclofenac,C14H11Cl2NO2,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,,"Breast Feeding|Lactation|Milk, Human|Analgesic Agents|Nonsteroidal Antiinflammatory Agents"
Salsalate,C14H10O5,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
anthralin,C14H10O3,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,,"Breast Feeding|Lactation|Milk, Human|Dermatologic Agents"
Dantrolene,C14H10N4O5,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-],,"Breast Feeding|Lactation|Muscle Relaxants, Central"
Olsalazine,C14H10N2O6,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,,"Breast Feeding|Lactation|Gastrointestinal Agents|Anti-Inflammatory Agents, Non-Steroidal"
nitisinone,C14H10F3NO5,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],,Breast Feeding|Lactation|Enzyme Inhibitors
crisaborole,C14H10BNO3,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O,,Breast Feeding|Lactation|Enzyme Inhibitors|Phosphodiesterase Inhibitors
Diflunisal,C13H8F2O3,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
niclosamide,C13H8Cl2N2O4,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,,Breast Feeding|Lactation|Anti-infective Agents|Antiparasitic Agents|Anthelmintics|Anticestodal Agents|Antinematodal Agents|Molluscacides
Technetium Tc 99m Exametazime,C13H25N4O3Tc,C[C@H](/C(=N/O)/C)[N-]CC(C)(C)C[N-][C@H](C)/C(=N/[O-])/C.O=[99Tc+3],,Breast Feeding|Lactation|Radiopharmaceuticals|Technetium Compounds|Diagnostic Agents
Timolol,C13H24N4O3S,CC(C)(C)NC[C@@H](COC1=NSN=C1N2CCOCC2)O,,"Breast Feeding|Lactation|Milk, Human|Antihypertensive Agents|Adrenergic Beta-Antagonists|Antiarrhythmics|Antiglaucoma Agents"
Ranitidine,C13H22N4O3S,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,,Breast Feeding|Lactation|Anti-Ulcer Agents|Histamine H2 Antagonists|Gastrointestinal Agents
Fospropofol,C13H21O5P,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O,,"Breast Feeding|Lactation|Anesthetics, Intravenous|Hypnotics and Sedatives"
Isoetharine,C13H21NO3,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C,,Breast Feeding|Lactation|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists
Levalbuterol,C13H21NO3,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O,,Breast Feeding|Lactation|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists
Albuterol,C13H21NO3,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,,"Breast Feeding|Lactation|Milk, Human|Anti-Asthmatic Agents|Bronchodilator Agents|Beta Adrenergic Agonists"
trofinetide,C13H21N3O6,C[C@]1(CCCN1C(=O)CN)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,"Breast Feeding|Lactation|Milk, Human"
Procaine,C13H20N2O2,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,,"Breast Feeding|Lactation|Anesthetics, Local"
Prilocaine,C13H20N2O,CCCNC(C)C(=O)NC1=CC=CC=C1C,,"Breast Feeding|Lactation|Anesthetics, Local"
Probenecid,C13H19NO4S,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,,Breast Feeding|Lactation|Antigout Agents|Gout Suppressants|Sulfonamides|Uricosuric Agents
viloxazine,C13H19NO3,CCOC1=CC=CC=C1OCC2CNCCO2,,"Breast Feeding|Lactation|Milk, Human|Adrenergic Uptake Inhibitors"
molnupiravir,C13H19N3O7,CC(C)C(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)NO)O)O,,"Breast Feeding|Lactation|Milk, Human|Antiviral Agents|Nucleosides"
Ibuprofen,C13H18O2,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Pentoxifylline,C13H18N4O3,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,,Breast Feeding|Lactation|Hematologic Agents|Phosphodiesterase Inhibitors|Platelet Aggregation Inhibitors|Xanthines
Lacosamide,C13H18N2O3,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,,"Breast Feeding|Lactation|Milk, Human|Anticonvulsants"
Bupropion,C13H18ClNO,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressive Agents, Second-Generation|Anti-Obesity Agents"
Aztreonam,C13H17N5O8S2,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,,Breast Feeding|Lactation|Anti-Infective Agents|Antibacterial Agents|Monobactams
Selegiline,C13H17N,C[C@H](CC1=CC=CC=C1)N(C)CC#C,,Breast Feeding|Lactation|Antiparkinson Agents|Monoamine Oxidase Inhibitors|Neuroprotective Agents
Moclobemide,C13H17ClN2O2,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,,Breast Feeding|Lactation|Antidepressive Agents|Monoamine Oxidase Inhibitors
Dipyrone,C13H16N3NaO4S,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+],,Breast Feeding|Lactation|Analgesic Agents|Nonsteroidal Antiinflammatory Agents
Melatonin,C13H16N2O2,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,,"Breast Feeding|Lactation|Milk, Human|Complementary Therapies|Central Nervous System Depressants|Antioxidants"
Dexmedetomidine,C13H16N2,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,,"Breast Feeding|Lactation|Milk, Human|Hypnotics and Sedatives|Anesthetics, Intravenous|Adrenergic alpha-2 Receptor Agonists|Analgesics"
Ketamine,C13H16ClNO,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,,"Breast Feeding|Lactation|Milk, Human|Anesthetics, Intravenous|Hypnotics and Sedatives|Anesthetics, Dissociative|Excitatory Amino Acid Antagonists;"
Esketamine,C13H16ClNO,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,,"Breast Feeding|Lactation|Milk, Human|Antidepressive Agents|Antidepressants"
Varenicline,C13H13N3,C1C2CNCC1C3=CC4=NC=CN=C4C=C23,,Breast Feeding|Lactation|Nicotinic Agonists
Ethacrynic Acid,C13H12Cl2O4,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,,Breast Feeding|Lactation|Antihypertensive Agents|Loop Diuretics
pomalidomide,C13H11N3O4,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,,Breast Feeding|Lactation|Immunosuppressive Agents|Angiogenesis Inhibitors
osilodrostat,C13H10FN3,C1CC2=CN=CN2[C@H]1C3=C(C=C(C=C3)C#N)F,,Breast Feeding|Lactation|Enzyme Inhibitors
